MaHP,TenHP,ThoiLuong,TinChiHocTap,TinChiHocPhi,HeSo,MaNhomHP
MS5418,TN kiểm soát chất lượng bao bì,1(0-0-2-2),1,3,0.7,NULL
MS5419,Tính bền vững và môi trường trong CN bao bì,2(2-1-0-4),2,3,0.7,NULL
MS5491,Thực tập kỹ sư,6(0-0-12-12),6,15,0.5,NULL
MS5492,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5,NULL
MSE1010,Nhập môn KH&KT Vật liệu,2(2-0-0-4),2,2,0.7,NULL
MSE1012,Nhập môn kỹ thuật,2(2-1-0-4),2,3,0.7,NULL
MSE2000,Nhập môn KH&KT vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE2010,Nhập môn luyện kim và kỹ thuật vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE2011,Nhập môn KH&KT vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE2013,Khoa học vật liệu đại cương,2(2-1-0-4),2,3,0.7,NULL
MSE2020,Nhiệt động học vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE2021,Nhiệt động học,3(2-2-0-6),3,4,0.7,NULL
MSE2022,Hóa học chất rắn,3(3-0-0-6),3,3,0.7,NULL
MSE2023,Sự hình thành tổ chức tế vi vật liệu,3(3-0-1-6),3,4.5,0.6,NULL
MSE2024,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7,NULL
MSE2025,Phương pháp tính toán vật liệu,2(2-1-0-4),2,3,0.7,NULL
MSE2030,Cơ sở vật liệu học,3(2-2-0-6),3,4,0.7,NULL
MSE2031,Cấu trúc vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE2041,Công nghệ vật liệu kim loại,3(3-0-0-6),3,3,0.7,NULL
MSE2050,Phương pháp tính toán vật liệu,3(2-2-0-6),3,4,0.6,NULL
MSE2051,Cơ học vật liệu,3(2-2-0-4),3,4,0.7,NULL
MSE2060,Thí nghiệm 1,2(0-0-4-4),2,6,0.6,NULL
MSE2100,Hóa lý luyện kim,2(2-0-0-6),2,2,0.7,NULL
MSE2110,Hỏa luyện,2(2-0-1-4),2,3.5,0.7,NULL
MSE2210,Khoáng vật và tuyển khoáng,3(3-1-0-6),3,4,0.7,NULL
MSE2228,Vật liệu học,2(2-0-1-4),2,3.5,0.7,NULL
MSE2228E,Vật liệu học,2(2-0-1-4),2,3.5,0.7,NULL
MSE2310,Cơ sở Kỹ thuật đúc,3(3-0-0-6),3,3,0.7,NULL
MSE2468,Vật liệu kim loại và phi kim,3(2-1-1-6),3,4.5,0.7,NULL
MSE3010,Vật liệu học I,2(2-1-0.5-4),2,4,0.75,NULL
MSE3011,Vật liệu học đại cương,2(2-1-0-4),2,3,0.7,NULL
MSE3012,Truyền nhiệt và chuyển khối,3(2-2-0-4),3,4,0.7,NULL
MSE3014,Đồ án I,2(0-0-4-4),2,4,0.7,NULL
MSE3015,Thí nghiệm I,2(0-0-4-4),2,6,0.7,NULL
MSE3016,Nhập môn KH&KT Vật liệu,3(3-1-0-6),3,4,0.6,NULL
MSE3017,Vật liệu Ceramic,3(3-0-1-6),3,4.5,0.7,NULL
MSE3018,Đồ án II,2(0-0-4-4),2,4,0.7,NULL
MSE3019,Thí nghiệm II,2(0-0-4-4),2,6,0.7,NULL
MSE3020,Vật liệu học II,2(2-1-0.5-4),2,4,0.75,NULL
MSE3021,Khuếch tán và chuyển pha,3(2-1-1-6),3,4.5,0.7,NULL
MSE3022,Chuyển pha trong vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE3023,Chuyển khối và nhiệt,3(2-2-0-6),3,4,0.7,NULL
MSE3024,Lò công nghiệp,3(2-2-0-4),3,4,0.7,NULL
MSE3025,"Tính chất quang, điện, từ của vật liệu",3(3-0-1-6),3,4.5,0.7,NULL
MSE3026,Vật liệu y sinh,3(2-1-0-6),3,3,0.7,NULL
MSE3027,Công nghệ tạo hình vật liệu,2(2-1-0-4),2,3,0.7,NULL
MSE3028,Luyện kim vật lý,2(2-1-0-4),2,3,0.7,NULL
MSE3030,Các phương pháp kiểm tra và đánh giá vật liệu,3(2-1-1-4),3,4.5,0.75,NULL
MSE3031,Các quá trình trong kỹ thuật vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE3040,Nhiệt động học & động học các phản ứng,2(2-1-0-4),2,3,0.75,NULL
MSE3041,Công nghệ vật liệu kim loại,3(2-0-2-4),3,5,0.7,NULL
MSE3050,Cơ học vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE3060,Ăn mòn và bảo vệ vật liệu,3(2-1-1-4),3,4.5,0.75,NULL
MSE3070,Công nghệ vật liệu,2(2-1-0.5-4),2,4,0.75,NULL
MSE3080,An toàn công nghiệp và kỹ thuật môi trường,2(2-0-0-4),2,2,0.75,NULL
MSE3081,An toàn lao động,2(2-0-0-4),2,2,0.7,NULL
MSE3090,Vật lý chất rắn,2(2-1-0-4),2,3,0.75,NULL
MSE3100,Vật liệu học,2(2-1-0-4),2,3,0.75,NULL
MSE3110,Khoáng vật học và tuyển khoáng,2(2-1-0-4),2,3,0.75,NULL
MSE3111,Cơ sở mô hình hóa và mô phỏng số,3(2-2-0-6),3,4,0.7,NULL
MSE3112,Quá trình đông đặc,3(3-0-0-6),3,3,0.7,NULL
MSE3120,Khuếch tán và chuyển pha,2(2-1-0-4),2,3,0.75,NULL
MSE3121,Nguyên nhiên liệu luyện kim,3(2-1-1-6),3,4.5,0.7,NULL
MSE3122,Vật liệu nano,3(2-2-0-4),3,4,0.7,NULL
MSE3126,Cơ học vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE3130,Lý thuyết độ bền,2(2-1-0-4),2,3,0.75,NULL
MSE3140,Lý thuyết các quá trình luyện kim,2(2-0-1-4),2,3.5,0.75,NULL
MSE3150,Lý thuyết quá trình kết tinh và đông đặc,2(2-1-0.5-4),2,4,0.8,NULL
MSE3151E,Công nghệ vật liệu tiên tiến,2(2-0-0-4),2,2,0.7,NULL
MSE3160,Lý thuyết biến dạng dẻo,3(2-2-0-6),3,4,0.75,NULL
MSE3161E,Tính năng vật liệu trong các môi trường đặc biệt,2(2-0-0-4),2,2,0.7,NULL
MSE3170,Lý thuyết quá trình nhiệt luyện,2(2-1-0.5-4),2,4,0.8,NULL
MSE3171,Hóa lý polyme cơ sở,2(2-1-0-4),2,3,0.7,NULL
MSE3179,Hóa học polyme cơ sở,2(2-1-0-4),2,3,0.7,NULL
MSE3180,Các phương pháp số I,2(2-1-0-4),2,3,0.8,NULL
MSE3181,Tính chất điện tử của vật liệu,2(2-1-0-4),2,3,0.7,NULL
MSE3182,Vật liệu điện tử và linh kiện,2(2-1-0-4),2,3,0.7,NULL
MSE3183,Vật liệu hữu cơ và sinh học,2(2-1-0-4),2,3,0.7,NULL
MSE3184,Vật liệu cho năng lượng,2(2-1-0-4),2,3,0.7,NULL
MSE3185,Nhập môn công nghệ chế tạo bán dẫn,2(2-1-0-4),2,3,0.7,NULL
MSE3186,Các phương pháp khảo sát vật liệu và linh kiện bán dẫn,2(2-1-0-4),2,3,0.7,NULL
MSE3187,Thực tập chế tạo và khảo sát vật liệu và linh kiện bán dẫn,2(2-1-0-4),2,4,0.7,NULL
MSE3190,Các phương pháp số II,2(2-1-0-4),2,3,0.75,NULL
MSE3206,Pha và quan hệ pha,3(3-1-0-6),3,4,0.75,NULL
MSE3207,Công nghệ vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE3210,Vật liệu kim loại,2(2-0-1-4),2,3.5,0.8,NULL
MSE3211,Thủy luyện & điện phân,3(3-0-1-6),3,4.5,0.7,NULL
MSE3215,Phương pháp xử lý và làm giàu quặng,3(3-0-0-6),3,3,0.7,NULL
MSE3216,Cơ học vật liệu,4(3-1-0-8),4,4,0.9,NULL
MSE3220,Vật liệu học đại cương,2(2-1-0.5-4),2,4,0.8,NULL
MSE3221,Đồ án thiết kế công nghệ và thiết bị luyện kim màu nặng,2(0-4-0-4),2,4,0.7,NULL
MSE3230,Vật liệu thương phẩm,2(2-1-0.5-4),2,4,0.8,NULL
MSE3231,Luyện kim loại màu nặng,3(3-0-1-6),3,4.5,0.7,NULL
MSE3240,Vật liệu kỹ thuật,3(3-1-1-6),3,5.5,0.8,NULL
MSE3306,Các tính chất điện tử của vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE3310,Vật liệu và công nghệ khuôn cát,3(3-0-0-6),3,3,0.7,NULL
MSE3316,Thí nghiệm vật liệu 1,3(0-0-6-6),3,9,0.5,NULL
MSE3317,Thí nghiệm vật liệu 1,2(0-0-4-4),2,6,0.7,NULL
MSE3320,Hợp kim đúc,3(3-0-1-6),3,4.5,0.7,NULL
MSE3325,Thí nghiệm vật liệu 2,2(0-0-4-4),2,4,0.5,NULL
MSE3326,Thí nghiệm vật liệu 2,3(0-0-6-6),3,9,1,NULL
MSE3330,Đồ án thiết kế công nghệ đúc,2(1-2-0-4),2,4,0.7,NULL
MSE3400,Ứng xử cơ nhiệt của vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE3401,Hành vi cơ nhiệt của vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE3406,Nhiệt động học vật liệu,4(4-0.5-0-8),4,4.5,0.75,NULL
MSE3407,Nhiệt động học vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE3410,Lý thuyết cán dọc,3(2-2-0-6),3,4,0.7,NULL
MSE3416,Các quá trình động học trong vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE3417,Hóa học vật liệu,2(2-0-0-4),2,2,0.7,NULL
MSE3426,Tổng hợp vật liệu,3(3-1-0-6),3,4,0.7,NULL
MSE3427,Tổng hợp vật liệu,2(2-0-0-4),2,2,0.7,NULL
MSE3430,Đồ án công nghệ & thiết bị cán,2(1-2-0-6),2,4,0.7,NULL
MSE3436,Xác định cấu trúc vi mô,3(2-1-1-6),3,4.5,0.7,NULL
MSE3438,Phương pháp hiển vi điện tử,2(2-0-1-4),2,3.5,0.6,NULL
MSE3446,Hành vi cơ nhiệt của vật liệu,3(3-1-0.5-6),3,5,0.5,NULL
MSE3447,"Tính chất điện tử, quang và từ của vật liệu",3(2-2-0-6),3,4,0.7,NULL
MSE3456,Xử lý số liệu,3(3-0-0-6),3,3,0.75,NULL
MSE3466,Thí nghiệm vật liệu 3,3(0-0-6-6),3,9,0.7,NULL
MSE3510,Công nghệ & thiết bị nhiệt luyện,3(2-1-1-6),3,4.5,0.7,NULL
MSE3520,Công nghệ xử lý bề mặt I,3(3-0-0-6),3,3,0.7,NULL
MSE3530,Đồ án thiết kế xưởng nhiệt luyện,2(1-2-0-4),2,3,0.7,NULL
MSE3xxx,Kỹ thuật vật liệu, ,2,2,0.5,NULL
MSE4001,Vật liệu kỹ thuật,2(2-0-0-4),2,2,0.7,NULL
MSE4002,Tính chất các vật liệu tiên tiến,2(2-0-0-4),2,2,0.7,NULL
MSE4003,Lựa chọn vật liệu,1(1-0-0-3),1,1,0.7,NULL
MSE4004,Các phương pháp chế tạo và gia công vật liệu,2(2-0-0-4),2,2,0.7,NULL
MSE4010,"Nguyên, nhiên liệu luyện kim",2(2-0-0.5-4),2,3,0.75,NULL
MSE4011,"Vật liệu kỹ thuật, lựa chọn và sử dụng",3(2-2-0-6),3,4,0.7,NULL
MSE4015,Gia công kim loại,2(2-0-0-4),2,2,0.7,NULL
MSE4016,TN CN vật liệu kim loại,2(0-0-4-4),2,6,0.7,NULL
MSE4017,Vật liệu Ceramic,2(2-0-1-6),2,3.5,0.7,NULL
MSE4020,Công nghệ luyện gang,3(3-0-0.5-6),3,4,0.75,NULL
MSE4030,Công nghệ luyện thép,3(3-1-0.5-6),3,5,0.75,NULL
MSE4040,Đồ án môn học công nghệ gang thép,1(1-0-0-8),1,2,0.75,NULL
MSE4050,Cơ sở thiết kế nhà máy sản xuất gang thép,2(2-0-0-4),2,2,0.75,NULL
MSE4060,Công nghệ luyện fero,2(2-0-0-4),2,2,0.75,NULL
MSE4070,Công nghệ đúc phôi thép,2(2-0-0.5-4),2,3,0.75,NULL
MSE4080,Kỹ thuật mới trong công nghệ gang thép,2(2-0-0-4),2,2,0.75,NULL
MSE4081,Công nghệ luyện kim phi cốc,2(2-0-0-4),2,2,0.7,NULL
MSE4090,Luyện thép hợp kim và thép đặc biệt,2(2-1-0.5-4),2,4,0.75,NULL
MSE4095,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.7,NULL
MSE4095E,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5,NULL
MSE4099,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
MSE4100,Bảo vệ môi trường và sinh thái trong công nghiệp gang thép,2(2-0-0-4),2,2,0.75,NULL
MSE4101,Luyện thép,3(3-0-0-6),3,3,0.7,NULL
MSE4106,Các tính chất cơ học tiên tiến của chất rắn,3(3-0-0-6),3,3,0.7,NULL
MSE4110,Đánh giá tác động môi trường trong công nghiệp gang thép,2(2-0.5-0-4),2,2.5,0.75,NULL
MSE4111,Luyện gang lò cao,3(2-1-1-6),3,4.5,0.7,NULL
MSE4112,Công nghệ tạo hình vật liệu,3(2-2-0-6),3,4,0.7,NULL
MSE4113,Kỹ thuật luyện gang và thép,3(3-0-0-6),3,3,0.7,NULL
MSE4114,Luyện kim màu và luyện kim bột,3(3-0-0-6),3,3,0.7,NULL
MSE4115,Công nghệ xử lý nhiệt và bề mặt,3(2-1-1-6),3,4.5,0.7,NULL
MSE4116,Gia công kim loại,3(3-0-0-6),3,3,0.7,NULL
MSE4117,Thiết kế hợp kim kỹ thuật,2(2-0-0-4),2,2,0.7,NULL
MSE4118,Vật liệu composite,2(2-0-0-4),2,2,0.7,NULL
MSE4119,Vật liệu năng lượng sạch,2(2-0-0-4),2,2,0.7,NULL
MSE4120,Mô hình hoá và điều khiển quá trình luyện kim,2(2-0-0.5-4),2,3,0.75,NULL
MSE4121,Luyện thép hợp kim,2(2-0-1-4),2,3.5,0.7,NULL
MSE4122,Tinh luyện và đúc phôi thép,3(2-1-1-6),3,4.5,0.7,NULL
MSE4126,Thí nghiệm kim loại,3(0-0-3-6),3,9,0.7,NULL
MSE4130,Kỹ thuật luyện thép lò thổi,2(2-0-0.5-4),2,3,0.75,NULL
MSE4131,Công nghệ đúc phôi thép,2(2-0-1-4),2,3.5,0.7,NULL
MSE4132,Luyện kim phi cốc,3(2-1-1-6),3,4.5,0.7,NULL
MSE4136,Thiết kế hợp kim kỹ thuật,3(2-2-0-6),3,4,0.7,NULL
MSE4140,Kỹ thuật luyện thép lò điện,2(2-0-0.5-4),2,3,0.75,NULL
MSE4141,Xử lý & tái chế chất thải trong luyện kim,2(2-0-0-4),2,2,0.7,NULL
MSE4146,Luyện kim và hàn,3(3-0-0-6),3,3,0.7,NULL
MSE4150,Kỹ thuật tái chế kim loại,2(2-0-0.5-4),2,3,0.75,NULL
MSE4151,Cơ sở thiết kế nhà máy gang thép,2(2-1-0-0),2,3,0.7,NULL
MSE4152,Đồ án CN&TB luyện gang thép,2(0-4-0-4),2,4,0.7,NULL
MSE4156,Ăn mòn kim loại,3(2-1-1-6),3,4.5,0.7,NULL
MSE4160,Tin học chuyên ngành gang thép,2(2-0.5-0-4),2,2.5,0.75,NULL
MSE4161,Đồ án công nghệ gang thép,2(0-2-0-4),2,4,0.7,NULL
MSE4162,Hỏa luyện,2(2-0-0-4),2,2,0.7,NULL
MSE4163,Ứng dụng của thép và hợp kim,2(2-0-0-4),2,2,0.7,NULL
MSE4170,"Tính chất hoá lý, cấu trúc của thép và hợp kim",2(2-0-0-4),2,2,0.75,NULL
MSE4171,"Công nghệ luyện thép lò điện, lò thổi",2(2-0-1-4),2,3.5,0.7,NULL
MSE4172,Chuyên đề luyện Gang thép,2(2-0-1-4),2,3.5,0.7,NULL
MSE4175,Qúa trình đông đặc,2(2-0-0-4),2,2,0.7,NULL
MSE4176,Quá trình đông đặc,3(3-0-0-6),3,3,0.7,NULL
MSE4190,Thực tập kỹ thuật,2(0-0-4-10),2,4,0.6,NULL
MSE4191,Ứng dụng tin học trong công nghệ gang thép,2(2-0-0-4),2,2,0.7,NULL
MSE4199,Lý thuyết biến dạng tạo hình,3(2-1-1-4),3,4.5,0.7,NULL
MSE4200,Công nghệ vật liệu kim loại màu,3(3-1-0.5-6),3,5,0.7,NULL
MSE4209,Công nghệ cán,4(3-1-1-4),4,5.5,0.7,NULL
MSE4210,Công nghệ vật liệu bột,3(3-1-1-6),3,5.5,0.7,NULL
MSE4211,Công nghệ và thiết bị luyện kim loại màu,3(3-0-0-6),3,3,0.7,NULL
MSE4212,"Công nghệ và thiết bị luyện kim loại quý, hiếm",3(3-1-0-6),3,4,0.7,NULL
MSE4213,Công nghệ và thiết bị luyện gang,3(3-0-0-6),3,3,0.7,NULL
MSE4214,Công nghệ và thiết bị đúc,3(3-0-0-6),3,3,0.7,NULL
MSE4215,Công nghệ xử lý nhiệt luyện,3(3-0-0-6),3,3,0.7,NULL
MSE4216,Công nghệ nấu luyện hợp kim,3(3-0-0-6),3,3,0.7,NULL
MSE4217,Lý thuyết cán,3(3-0-0-6),3,3,0.7,NULL
MSE4218,Công nghệ cán,3(3-0-0-6),3,3,0.7,NULL
MSE4219,Thiết bị gia công tạo hình vật liệu,3(3-0-0-6),3,3,0.7,NULL
MSE4220,Công nghệ vật liệu siêu sạch,2(2-1-0-4),2,3,0.7,NULL
MSE4221,Vật liệu Compozit,3(3-0-0-6),3,3,0.7,NULL
MSE4229,Đồ án CN&TB,2(0-4-0-4),2,4,0.7,NULL
MSE4230,Đồ án môn học Thiết kế nhà máy luyện kim màu,1(0-1-0-8),1,2,0.7,NULL
MSE4231,Luyện kim loại màu nhẹ,3(3-0-1-6),3,4.5,0.7,NULL
MSE4232,Luyện kim bột và compozit,3(3-0-1-6),3,4.5,0.7,NULL
MSE4239,Tự động hóa quá trình sản xuất,2(2-0-0-4),2,2,0.7,NULL
MSE4240,Công nghệ vật liệu compozit,2(2-1-0.5-4),2,4,0.7,NULL
MSE4241,Động học các phản ứng luyện kim,2(2-0-0-4),2,2,0.7,NULL
MSE4249,Lập dự án xưởng tạo hình vật liệu,2(2-0-0-4),2,2,0.7,NULL
MSE4250,Công nghệ vật liệu quý hiếm,2(2-1-0.5-4),2,4,0.7,NULL
MSE4251,Cơ sở thiết kế nhà máy luyện kim màu,2(2-0-0-4),2,2,0.7,NULL
MSE4252,Đồ án thiết kế và tổng hợp vật liệu bằng phương pháp luyện kim bột,2(1-2-0-4),2,3,0.7,NULL
MSE4259,Công nghệ tạo hình tấm,3(2-1-0-6),3,3,0.7,NULL
MSE4260,Công nghệ luyện và tái sinh kim loại- hợp kim màu,2(2-1-0.5-4),2,4,0.7,NULL
MSE4269,Công nghệ tạo hình khối,3(2-1-1-6),3,4.5,0.7,NULL
MSE4270,Ứng dụng tin học trong CN vật liệu kim loại màu & compozit,2(2-2-0-4),2,4,0.7,NULL
MSE4271,Vật liệu kỹ thuật điện,2(2-0-1-4),2,3.5,0.7,NULL
MSE4272,Luyện kim loại quý hiếm,2(2-0-0-4),2,2,0.7,NULL
MSE4279,Dung sai và lắp ghép,2(2-0-0-4),2,2,0.7,NULL
MSE4280,Công nghệ vật liệu bột mịn và siêu mịn,2(2-1-0.5-4),2,4,0.7,NULL
MSE4281,Ứng dụng tin học trong luyện kim màu,2(0-2-2-4),2,5,0.7,NULL
MSE4283,Tái sinh kim loại màu & hợp kim,2(2-0-1-4),2,3.5,0.7,NULL
MSE4290,Vật liệu kết cấu sản xuất bằng phương pháp luyện kim bột,2(2-1-0.5-4),2,4,0.7,NULL
MSE4291,Các phương pháp phân tích kim loại,2(2-0-0-4),2,2,0.7,NULL
MSE4300,Điện phân nhôm,2(2-0-0.5-4),2,3,0.8,NULL
MSE4302,Chuyên đề nghiên cứu,2(0-2-2-4),2,5,0.7,NULL
MSE4310,Công nghệ luyện kim loại đất hiếm và phóng xạ,2(2-0.5-0-4),2,2.5,0.8,NULL
MSE4311,Vật liệu và công nghệ khuôn cát tiên tiến,3(2-0-2-6),3,5,0.7,NULL
MSE4312,Hợp kim và công nghệ nấu luyện,3(2-1-1-6),3,4.5,0.7,NULL
MSE4320,Công nghệ vật liệu bán dẫn,2(2-1-0-4),2,3,0.7,NULL
MSE4321,Kỹ thuật nấu luyện hợp kim đúc,3(2-1-1-6),3,4.5,0.7,NULL
MSE4322,Các phương pháp làm khuôn,2(2-0-1-4),2,3.5,0.7,NULL
MSE4330,Công nghệ vật liệu ceramic,2(2-1-0-4),2,3,0.7,NULL
MSE4331,Mô hình hóa và mô phỏng quá trình đúc,3(2-1-1-4),3,4.5,0.7,NULL
MSE4332,Cơ sở kỹ thuật đúc,3(3-0-1-6),3,4.5,0.7,NULL
MSE4336,Vật liệu nano,3(2-1-0-6),3,3,0.7,NULL
MSE4340,Công nghệ sản xuất kim loại và hợp kim kỹ thuật điện,2(2-0-0.5-4),2,3,0.7,NULL
MSE4342,Sự hình thành tổ chức hợp kim,2(2-0-1-4),2,3.5,0.7,NULL
MSE4346,Hiển vi điện tử và thuyết nhiễu xạ,3(3-0-0-6),3,3,0.7,NULL
MSE4350,Công nghệ điện phân trong dung dịch nước,2(2-1-0.5-4),2,4,0.7,NULL
MSE4351,Lập dự án và thiết kế xưởng đúc,2(2-1-0-6),2,3,0.7,NULL
MSE4352,Chế tạo vật liệu tổ hợp,2(2-0-1-4),2,3.5,0.7,NULL
MSE4360,Đúc đặc biệt,2(2-1-0-2),2,3,0.7,NULL
MSE4362,Xử lý số liệu và quy hoạch thực nghiệm,2(2-1-0-4),2,3,0.7,NULL
MSE4368,CN và Thiết bị cán kéo,2(2-1-0-4),2,3,0.7,NULL
MSE4370,Tái sinh hỗn hợp làm khuôn,2(1-0-1-4),2,2.5,0.7,NULL
MSE4371,"Biến tính, tinh luyện và khử khí cho hợp kim nhôm",2(2-0-1-4),2,3.5,0.7,NULL
MSE4372,Kỹ thuật mô phỏng số đúc,2(2-1-0-4),2,3,0.7,NULL
MSE4381,Thiết kế khuôn kim loại,2(2-1-0-4),2,3,0.7,NULL
MSE4390,Công nghệ chế tạo các loại gang cầu,2(2-0-1-4),2,3.5,0.7,NULL
MSE4392,Xử lý số liệu & quy hoạch thực nghiệm,2(1-2-0-4),2,3,0.7,NULL
MSE4400,Hợp kim đúc,2(2-0-1-4),2,3.5,0.8,NULL
MSE4401,Cơ sở lý thuyết luyện kim màu,3(3-0-1-6),3,4.5,0.7,NULL
MSE4405,Thiết kế vật liệu,2(2-0-0-4),2,2,0.7,NULL
MSE4406,Thiết kế vật liệu,1(0-2-0-4),1,2,0.7,NULL
MSE4407,Vật liệu thông minh,2(2-0-0-4),2,2,0.7,NULL
MSE4408,Vật liệu cấu trúc nano,2(2-0-0-4),2,2,0.7,NULL
MSE4410,Vật liệu khuôn cát,2(2-0-1.5-4),2,4,0.8,NULL
MSE4411,Thiết bị cán thép hình,3(2-2-0-6),3,4,0.7,NULL
MSE4412,Luyện kim loại màu nặng,2(2-0-1-4),2,3.5,0.7,NULL
MSE4415,CN và thiết bị cán kéo,2(2-1-0-4),2,3,0.7,NULL
MSE4416,Thiết kế quá trình công nghệ,3(3-0-0-6),3,3,0.7,NULL
MSE4417,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
MSE4418,Thực tập kỹ thuật,2(0-0-4-6),2,4,0.7,NULL
MSE4419,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
MSE4420,Công nghệ khuôn đúc,2(2-1-0.5-6),2,4,0.7,NULL
MSE4421,Công nghệ cán ống,3(3-0-0-6),3,3,0.7,NULL
MSE4422,Công nghệ cán tấm,3(3-0-1-6),3,4.5,0.7,NULL
MSE4423,Luyện kim loại màu nhẹ,2(2-0-1-4),2,3.5,0.7,NULL
MSE4426,Vật liệu composite,3(2-1-1-6),3,4.5,0.7,NULL
MSE4430,Mô phỏng số quá trình đúc,2(2-0-1-4),2,3.5,0.7,NULL
MSE4431,Luyện kim bột,3(3-0-1-4),3,4.5,0.7,NULL
MSE4440,Đồ án môn học Thiết kế đúc và CAD,1(0-1-0-8),1,2,0.7,NULL
MSE4441,Thiết kế đúc trên SOLIDWORKS,1(1-2-0-4),1,3,0.7,NULL
MSE4442,Đồ án môn học,2(0-2-2-4),2,4,0.7,NULL
MSE4446,Nghiên cứu khoa học,3(0-3-0-6),3,3,0.7,NULL
MSE4450,Các phương pháp đúc đặc biệt,2(2-0-1-4),2,3.5,0.7,NULL
MSE4451,Thiết kế xưởng cán,2(2-0-0-6),2,2,0.7,NULL
MSE4452,Chuẩn bị liệu cho luyện kim,2(2-1-0-4),2,3,0.7,NULL
MSE4453,Vật liệu composite,2(2-0-1-4),2,3.5,0.7,NULL
MSE4460,Công nghệ nấu luyện hợp kim,2(2-1-0.5-6),2,4,0.7,NULL
MSE4461,Tự động hóa quá trình cán hình,3(3-0-0-6),3,3,0.7,NULL
MSE4462,Nhập môn mô hình hóa và mô phỏng quá trình công nghệ cán,3(2-1-0-6),3,3,0.7,NULL
MSE4470,Thiết bị đúc,2(2-1-0-4),2,3,0.7,NULL
MSE4471,Công nghệ cán kim loại kép,2(2-0-0-4),2,2,0.7,NULL
MSE4472,Công nghệ kéo kim loại,2(2-0-0-4),2,2,0.7,NULL
MSE4473,Công nghệ cán giấy kim loại,2(2-0-0-4),2,2,0.7,NULL
MSE4474,Công nghệ ép chảy kim loại,2(2-0-0-4),2,2,0.7,NULL
MSE4475,Thiết bị đúc,3(2-2-0-6),3,4,0.7,NULL
MSE4480,Mô hình hoá quá trình đúc,2(1-1-1-2),2,3.5,0.7,NULL
MSE4481,Các phương pháp gia công áp lực,2(2-0-0-4),2,2,0.7,NULL
MSE4490,Các quá trình đông đặc có điều khiển,2(2-0-0.2-2),2,2,0.7,NULL
MSE4491,Biến dạng tạo hình vật liệu bột,2(2-0-0-4),2,2,0.7,NULL
MSE4500,Tái sinh phế liệu kim loại đúc,2(2-0-0.5-2),2,3,0.7,NULL
MSE4502,Công nghệ và thiết bị nhiệt luyện,3(2-1-1-4),3,4.5,0.7,NULL
MSE4507,Mô phỏng mức nguyên tử,3(2-1-1-6),3,4.5,0.7,NULL
MSE4510,Tái sinh vật liệu làm khuôn cát,2(2-1-0-4),2,3,0.7,NULL
MSE4511,Các phương pháp phân tích tổ chức và cấu trúc,3(3-0-0-6),3,3,0.7,NULL
MSE4512,Công nghệ xử lý bề mặt,3(2-1-1-4),3,4.5,0.7,NULL
MSE4520,Phân tích nhiệt trong đúc,2(2-0-1.5-2),2,4,0.7,NULL
MSE4521,Kim loại và hợp kim phi sắt,3(3-0-0-6),3,3,0.7,NULL
MSE4522,Ăn mòn và bảo vệ kim loại,3(2-1-1-6),3,4.5,0.7,NULL
MSE4530,Quy hoạch thực nghiệm và tối ưu trong đúc,2(2-1-0-3),2,3,0.7,NULL
MSE4531,Hợp kim trên cơ sở sắt,3(2-1-1-6),3,4.5,0.7,NULL
MSE4532,Hợp kim hệ sắt,3(3-0-0-6),3,3,0.7,NULL
MSE4540,Thiết kế xưởng đúc,2(1-2-0-4),2,3,0.7,NULL
MSE4541,Thực hành các phương pháp nghiên cứu vật liệu,3(1-2-2-6),3,6,0.7,NULL
MSE4542,Hợp kim phi sắt,2(2-1-0-4),2,3,0.7,NULL
MSE4550,Tin học ứng dụng trong đúc,2(1-0-2-2),2,4,0.7,NULL
MSE4551,Đo lường & xử lý số liệu thực nghiệm,2(2-0-0-4),2,2,0.7,NULL
MSE4552,Đồ án thiết kế xưởng nhiệt luyện,2(0-4-0-4),2,4,0.7,NULL
MSE4560,Khuyết tật đúc,2(2-0-0-4),2,2,0.7,NULL
